,id,model,price,kilometer,registration_date,condition,zip_code,text,place
328,1173424666,Cabrio,9.75 €,75,2007,UnbeschädigtesFahrzeug,94336,"                    Sehr schöner Bmw ...soweit bekant Unfallfrei bis auf Stoßstange vorne die schon instandgesetzt wurde ...Ausstattung lässt keine Wünsche offen ...Xenon,Sitzheizung,PDC hinten,17´Alufelgen...wenig km...und vor kürzem wurde Große Kundendienst gemacht...Bereifung fast neuwertig...TÜV habe ich auch gerade neu gemacht... fragen gerne am Telefon ...bin arbeitstätig somit bei Nichtabnahme ,melde ich mich oder mein Mann ruft dann zurück ..die Schwarzen Felgen müssen nicht mitgekauft werden,Sie bekommen Standard AlufelgenCabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 1995 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 7/2021Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtAusstattungABS, Alarmanlage, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Raucherpaket, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportfahrwerk, Sportsitze, Traktionskontrolle, Tuner/Radio, Winterpaket, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94336 HunderdorfDeutschlandTel.: +49 0170 2354247Weitere Informationen bei",94336Bayern-Hunderdorf
338,1170844566,Cabrio,6.90 €,119,2004,BeschädigtesFahrzeug,94157,                    BMW Z4 mit unfallschaden(kotflügel und türe eingedrückt). Das Fahrzeug ist technisch in einwandfreien zustand. Bei weiteren fragen bitte mail. Festpreis! Telefon 08555 47021,94157Bayern-Perlesreut
339,1170771347,Cabrio,19.45 €,119.95,2011,UnbeschädigtesFahrzeug,94469,"                    Schönen Guten Tag,hiermit biete ich Ihnen meinen BMW Z4 mit nahezu Vollausstattung im schönen Schwarz-Metallic mit brauner Voll-Lederausstattung, M-Sportpaket und 19-Zoll-BBS-Motorsportfelgen zum Kauf an.Hierbei handelt es sich um ein absolutes Einzelstück, welcher durch eine Tieferlegung und Carbonapplikationen mit ""M""-Schriftzug im Innenraum und dem Carbon-Heckdiffusor veredelt wurde. Die Performance-Auspuffanlage wurde ebenso nachgerüstet und bringt den entsprechenenden Sound des 6-Zylindermotors mit.Der Z4 befindet sich in einem sehr guten Zustand optischen und technischen Zustand - gerne können Sie sich bei einer Besichtigung nach Terminvereinbarung davon selbst überzeugen!Bitte unterlassen Sie jegliche ""Was ist letzte Preis""-Anfragen, das Fahrzeug wird weder verschenkt noch verschleudert.Gerne können sich ernsthafte interessanten bei mir telefonisch oder per E-Mail melden - ich freue mich auf einen netten Verkaufskontakt!Verkauf von privat ohne jegliche Gewährleistung, Sachmangelhaftung oder Rücknahme.Cabrio/RoadsterGebrauchtfahrzeugHubraum: 2497 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 3HU: 4/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: BraunAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): KurvenlichtAusstattungABS, Armlehne, Beheizbares Lenkrad, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Fernlichtassistent, Freisprecheinrichtung, Innenspiegel autom. abblendend, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportfahrwerk, Sportpaket, Sportsitze, Sprachsteuerung, Tagfahrlicht, Traktionskontrolle, Tuner/Radio, USB, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94469 DeggendorfDeutschlandTel.: +49 151 24071417Weitere Informationen bei",94469Bayern-Deggendorf
340,1032618939,Cabrio,19.80 €,65,2010,UnbeschädigtesFahrzeug,94405,"                    Auto im absolutem Top Zustand. Leder ist beige mit Lenkradheizung und Sportpaket. 6 Zylinder. Keinen Winter angemeldet, Hintere Reifen neu, cremefarbene Lederausstattung mit Sportsitzen....usw.",94405Bayern-LandauadIsar
344,1169259722,Coupé,17.50 €,100.5,2008,UnbeschädigtesFahrzeug,84177,"                    8-fach bereift; sehr gepflegter ZustandSportwagen/CoupéGebrauchtfahrzeugUnfallfreiHubraum: 2996 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 7/2019Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Leichtmetallfelgen, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sportsitze, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84177 GottfriedingDeutschlandTel.: +49 0160 94467408Weitere Informationen bei",84177Bayern-Gottfrieding
348,1165747442,Cabrio,21.50 €,84,2011,UnbeschädigtesFahrzeug,84177,"                    Biete hier meinen geliebten BMW z4 e89 23i mit dem Sechszylinder Motor. Läuft einwandfrei und das Auto hat noch nie einen Winter gesehen. Das Auto hat die Face-lift blinker, weiße standlichtringe und die Stoßstange ist von einem M Sport-Paket. Der Lack und das Leder wurden immer gepflegt.(Im Frühjahr wurde immer aufpoliert und Lederpflege gemacht) Das Auto hat von bastuck eine komplette auspuff Anlage super Sound aber dennoch nicht zu laut.(Originalauspuff vorhanden) Die Felgen sind von breyton race gts.Klima, Sitzheizung, Lenkradheizung,Regensensor etc. Alles was ein Auto braucht.Bei Fragen einfach melden.Cabrio/RoadsterGebrauchtfahrzeugHubraum: 2497 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro5Umweltplakette: --Anzahl der Fahrzeughalter: --HU: --Farbe: --Farbe (Hersteller): --Innenausstattung: --Farbe der Innenausstattung: --Airbags: --Anhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtAusstattungABS, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Wegfahrsperre, Leichtmetallfelgen, MP3-Schnittstelle, Multifunktionslenkrad, Regensensor, Servolenkung, Sitzheizung, Sportfahrwerk, Sportpaket, Sportsitze, Start/Stopp-Automatik, Tagfahrlicht, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84177 GottfriedingDeutschlandTel.: +49 0160 90373749Weitere Informationen bei",84177Bayern-Gottfrieding
349,1165740466,Cabrio,20.90 €,84,2011,UnbeschädigtesFahrzeug,84177,"                    Biete hier meinen geliebten BMW z4 e89 23i mit dem Sechszylinder Motor. Läuft einwandfrei und das Auto hat noch nie einen Winter gesehen. Das Auto hat die Face-lift blinker, weiße standlichtringe und die Stoßstange ist von einem M Sport-Paket. Der Lack und das Leder wurden immer gepflegt.(Im Frühjahr wurde immer aufpoliert und Lederpflege gemacht) Das Auto hat von bastuck eine komplette auspuff Anlage super Sound aber dennoch nicht zu laut.(Originalauspuff vorhanden) Die Felgen sind von breyton race gts.Klima, Sitzheizung, Lenkradheizung,Regensensor etc. Alles was ein Auto braucht.Bei Fragen einfach melden.",84177Bayern-Gottfrieding
350,1165526575,Limousine,3.78 €,268,1992,3,Nadli,                    Seltener BMW 525ix Allrad Gasanlage ist nicht angeschlossen,"Nadling,94571Bayern-Schaufling"
351,1164888965,Limousine,30.20 €,53,2016,UnbeschädigtesFahrzeug,94065,"                    Bmw X4 xLine AutomatikDas Fahrzeug ist in einem Top ZustandEs ist 8fach Bereift die Winterreifen sind fast neu 3 Monate gefahren auf 17"" AlufelgenSommerreifen auf 19"" Borbett AlufelgenOriginal Sommer/ Winter Fußmatten, Original KofferraumwanneScheiben ab B-Säule abgedunkeltKM können abweichen das Fahrzeug wird noch bewegtBMW Garantie bis 11/2019 dann Premium-Selektion bis 11/ 2021 wird mit übertragen!!!!!!!TÜV/AU sowie Großer Service bei Verkauf neu!!BMW Head-UP Display, Navi-Business,Rückfahrkamera,USB,Tempomat mit BremsfunktionLimousineGebrauchtfahrzeugUnfallfreiHubraum: 1995 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 8/2019Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: TeillederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtAusstattungABS, Alarmanlage, Allradantrieb, Ambiente-Beleuchtung, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Wegfahrsperre, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Head-Up Display, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notrufsystem, Partikelfilter, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Skisack, Sommerreifen, Soundsystem, Start/Stopp-Automatik, Traktionskontrolle, USB, Verkehrszeichenerkennung, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94065 WaldkirchenDeutschlandTel.: +49 0151 50793631Weitere Informationen bei",94065Bayern-Waldkirchen
356,1144645111,SUV/Geländewagen,62.00 €,3,2019,UnbeschädigtesFahrzeug,94034,"                    Liste der Sonderausstattungen:0488LORDOSENSTUETZE FAHRER/BEIFAHRER0493ABLAGENPAKET0494SITZHEIZUNG FUER FAHRER/BEIFAHRER05ACFERNLICHTASSISTENT05AVACTIVE GUARD05A1LED-NEBELSCHEINWERFER05DABEIFAHRERAIRBAG-DEAKTIVIERUNG0534KLIMAAUTOMATIK0536STANDHEIZUNG0552ADAPTIVER LED-SCHEINWERFER06AETELESERVICES06AFGESETZLICHER NOTRUF06AKCONNECTEDDRIVE SERVICES06AMREAL TIME TRAFFIC INFORMATION06ANCONCIERGE SERVICES06APREMOTE SERVICES06NWTELEFONIE MIT WIRELESS CHARGING06WBMULTIFUNKTIONALES INSTRUMENTENDISPL06WDWLAN HOTSPOT0609NAVIGATIONSSYSTEM PROFESSIONAL0610HEAD-UP DISPLAY0650CD-LAUFWERK0676HIFI LAUTSPRECHERSYSTEM07LFMODELL M SPORT07M9IND.HOCHGLANZ SHADOW LINE M.E.UMF.0710M LEDERLENKRAD0715M AERODYNAMIKPAKET0760INDIVIDUAL HOCHGLANZ SHADOW LINE0775INDIVIDUAL DACHHIMMEL ANTHRAZIT08KBOELWARTUNGSINT. 25.000KM/24MONATE08R9KAELTEMITTEL08TFAKTIVER FUSSGAENGERSCHUTZ.0801DEUTSCHLAND-AUSFUEHRUNG0879DEUTSCH / BORDLITERATUR09BMBUSINESS PA. I.V.M. NAVI. PA.CO. DE09D7WINTERFREUDE PAKET DE0925VERSANDSCHUTZPAKET01CASELEKTION COP RELEVANTER FAHRZEUGE01CBCO2 UMFANG02NHM SPORTBREMSE02PARADSCHRAUBENSICHERUNG02VBREIFENDRUCKANZEIGE022W20""M LM R.DO.SPEI. 699M/MB/NOTLAUF0230EU SPEZIFISCHE ZUSATZUMFAENGE0248LENKRADHEIZUNG0258BEREIFUNG MIT NOTLAUFEIGENSCHAFTENListe der Sonderausstattungen:0488LORDOSENSTUETZE FAHRER/BEIFAHRER0493ABLAGENPAKET0494SITZHEIZUNG FUER FAHRER/BEIFAHRER05ACFERNLICHTASSISTENT05AVACTIVE GUARD05A1LED-NEBELSCHEINWERFER05DABEIFAHRERAIRBAG-DEAKTIVIERUNG0534KLIMAAUTOMATIK0536STANDHEIZUNG0552ADAPTIVER LED-SCHEINWERFER06AETELESERVICES06AFGESETZLICHER NOTRUF06AKCONNECTEDDRIVE SERVICES06AMREAL TIME TRAFFIC INFORMATION06ANCONCIERGE SERVICES06APREMOTE SERVICES06NWTELEFONIE MIT WIRELESS CHARGING06WBMULTIFUNKTIONALES INSTRUMENTENDISPL06WDWLAN HOTSPOT0609NAVIGATIONSSYSTEM PROFESSIONAL0610HEAD-UP DISPLAY0650CD-LAUFWERK0676HIFI LAUTSPRECHERSYSTEM07LFMODELL M SPORT07M9IND.HOCHGLANZ SHADOW LINE M.E.UMF.0710M LEDERLENKRAD0715M AERODYNAMIKPAKET0760INDIVIDUAL HOCHGLANZ SHADOW LINE0775INDIVIDUAL DACHHIMMEL ANTHRAZIT08KBOELWARTUNGSINT. 25.000KM/24MONATE08R9KAELTEMITTEL08TFAKTIVER FUSSGAENGERSCHUTZ.0801DEUTSCHLAND-AUSFUEHRUNG0879DEUTSCH / BORDLITERATUR09BMBUSINESS PA. I.V.M. NAVI. PA.CO. DE09D7WINTERFREUDE PAKET DE0925VERSANDSCHUTZPAKET01CASELEKTION COP RELEVANTER FAHRZEUGE01CBCO2 UMFANG02NHM SPORTBREMSE02PARADSCHRAUBENSICHERUNG02VBREIFENDRUCKANZEIGE022W20""M LM R.DO.SPEI. 699M/MB/NOTLAUF0230EU SPEZIFISCHE ZUSATZUMFAENGE0248LENKRADHEIZUNG0258BEREIFUNG MIT NOTLAUFEIGENSCHAFTENFahrzeug ist von einem Werksangehöriger !!!!!!!!!!!!SUV/Geländewagen/PickupGebrauchtfahrzeugUnfallfreiHubraum: 2993 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6d-TEMPUmweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 5/2022Farbe: WeißFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung festTagfahrlicht (Art): LED-TagfahrlichtKurvenlicht (Art): Adaptives KurvenlichtAusstattungABS, Alarmanlage, Allradantrieb, Ambiente-Beleuchtung, Armlehne, Beheizbares Lenkrad, Berganfahrassistent, Blendfreies Fernlicht, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Fernlichtassistent, Freisprecheinrichtung, Garantie, Head-Up Display, Induktionsladen für Smartphones, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, MP3-Schnittstelle, Multifunktionslenkrad, Müdigkeitswarner, Navigationssystem, Notbremsassistent, Notrufsystem, Partikelfilter, Regensensor, Reifendruckkontrolle, Schaltwippen, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Skisack, Soundsystem, Sportfahrwerk, Sportpaket, Sportsitze, Sprachsteuerung, Standheizung, Start/Stopp-Automatik, Touchscreen, Traktionskontrolle, USB, Volldigitales Kombiinstrument, WLAN / Wifi Hotspot, Winterpaket, ZentralverriegelungPrivatanbieter94034 PassauDeutschlandTel.: +49 0160 3537043Weitere Informationen bei",94034Kr.Passau-Passau
357,1143016400,Coupé,22.68 €,126,2007,UnbeschädigtesFahrzeug,84130,"                    Zum Verkauf steht mein Z4 3.0si Coupé in Phönixgelb Metallic, einer von 81 Gebauten weltweit.Sonderausstattung ab Werk:- M Lederlenkrad mit Multifunktion (Alcantara)- M Sportfahrwerk- M Sportsitze mit Sitzheizung/elektr. Verstellbar- Navigation Professional- Hifi System- BiXenon- PDC Hinten- CD Wechsler- Klimaautomatik- Regen/Lichtsensor- Tempomat- Raucherpaket (Nichtraucherfahrzeug)- AlarmanlageZusätzlich verbaute Komponenten:- KW V3 Gewindefahrwerk mit E36 M3 Domlagern (Eingetragen)- BBS CH-R 19"" mit Spurplatten VA/HA (Eingetragen)- Perf4mance Klappenabgasanlage Orginaloptik (Eingetragen)- Carbon Heckdiffusor (Eintragungsfrei)- Carbon Heckspoiler (Eintragungsfrei)- Performance Bremsanlage aus der F-Reihe mit CSL Scheiben (Eingetragen)- Wiechers Domstreben Vorne und Hinten- Sonnenschutzverglasung (Eintragungsfrei)- Interieur mit Alcantara-Applikationen schwarz und Gelber Naht- Alpine Headunit mit DSP (3 Wege Helix Frontsystem, 2x20 AS Sub´s, Endstufe auf Sicht)Der Z4 ist Scheckheftgepflegt und wurde nur von 4/10 bewegt, ist unfallfrei und Nachlackierungsfrei (bis auf M Front). Handwäsche und Jährliche Keramicversieglung sind ja selbstverständlich.Er stand immer in der Abgesperrten Garage - dementsprechend auch der sehr gute ZustandDie zusätzlichen Umbauten sind teils wieder Rückrüstbar - Für genauere Informationen dazu gern am Telefon.Der Z4 MUSS NICHT verkauft werden, er wird nur angeboten da ich leider keine Zeit mehr finde um damit zu fahren.Zu guter Letzt...ich Tausche nicht ...ich habe auch genug Teppiche daher bitte nur ernstgemeinte Angebote!Sportwagen/CoupéGebrauchtfahrzeugUnfallfreiHubraum: 2996 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 8/2019Farbe: Gelb MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtPannenhilfe: PannenkitAusstattungABS, Alarmanlage, Ambiente-Beleuchtung, Armlehne, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nichtraucher-Fahrzeug, Raucherpaket, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sportfahrwerk, Sportpaket, Sportsitze, Traktionskontrolle, USB, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84130 DingolfingDeutschlandTel.: +49 0151 11879667Weitere Informationen bei",84130Bayern-Dingolfing
362,1104759980,Cabrio,21.50 €,113,2009,UnbeschädigtesFahrzeug,94486,"                    BMW Z4 sDrive 35i DKG M-Paket EXTRA‘SSchönwetter Auto, 2. Wagen!!!Ausstattung: M-Paket, adaptives 3-Stufen-M-Fahrwerk, 7-Gang-DKG mit Schaltwippen, Keyless-GO, elektr. M-Sitze mit Memory, Navi-Professional „i-Drive“ mit CD/DVD Bluetooth AUX 2xUSB, PDC hinten & vorne, Licht & Regensenor, Xenon, Spiegel vertikal Anklappbar, Alarmanlage, 2-Zonen Klimaautomatik,-Bremsen vorne & hinten neuwertig-Letzter KD vor 5000km-Neue Relais der Dach-Hydraulikpumpe-Dach in Schwarz foliert wie FACELIFT-Schwarze M-Spiegel wie FACELIFT-AC Schnitzer Pedale mit Fussstütze-WICHERS Domstrebe vorne-Schwarze Nieren-LED Angel-Eyes-LED Innenraumbeleuchtung-LED Tür-Austiegsbeleuchtung „M“-Teile d.Tür, Armaturen in Alcantara-Leder weiß & Klavier-Lack schwarz,-Lenkrad Aufgepolstert mit M-Nähte-X-Car Style Verdeckmodul zum öffnen/schließen mit Schlüssel & während der Fahrt bis 50km/h (nie probiert!!!)-Hochwertige HIFI Anlage mit 2 Verstärker 2 Subwoofer 2 Tieftöner 4 Mitteltöner 2 Hochtöner alles von ROCKFORD FOSGATE + AUDISON BIT TEN DSP-Orginal BMW iPhone Adapter-Kabel-Leistungssteigerung 365PS/510NM-PIPERCROSS Luftfiltermatte-BASTUCK Sportauspuff-EIBACH Tieferlegung 30mm Federn-Spurplatten vorne 10mm & hinten 20mm-BBS Le Mans Design Felgen in 20 Zoll (Felgen & Reifen sind NEU)-Spur/Sturz Vermessung NEUFelgen/Reifen/Spurplatten/Federn sind Eingetragen!!! Auspuff mit ABE!!!Cabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 2979 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro5Umweltplakette: --Anzahl der Fahrzeughalter: 2HU: 5/2020Farbe: Silber MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): KurvenlichtAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, ESP, Einparkhilfe, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Kurvenlicht, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Regensensor, Scheckheftgepflegt, Servolenkung, Sportfahrwerk, Sportpaket, Sportsitze, Tagfahrlicht, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94486 HaardorfDeutschlandTel.: +49 0171 5404090Weitere Informationen bei",94486Bayern-Osterhofen
367,1103754596,Cabrio,23.90 €,42.8,2013,UnbeschädigtesFahrzeug,94032,"                    Biete hier Top gepflegten BMW Z4. Fahrzeug wurde nur im Sommer gefahren. BMW Scheckheftgepflegt.Letzter Service bei km36700 in 07/2018. Unfallfrei ohne Kratzer oder Dellen.M-Sportpaket innen und außen mit 19""Alu. M-Sportfahrwerk.BMW professional Radio mit HIFI Lautsprechersystem.Innenausstattung Acantara Leder,Sportsitze, Lederlenkrad mit Lenkradheizung, Sitzheizung Fahrer/Beifahrer Ablagepaket, Durchlade mit integriertem Skisack, Bi Xenon, Tagfahrlicht, Blow By Heizer, original KlappenauspuffLichtpacket, Klima, Regensensor, kein Reimport.Hier noch das originale BMW Werbevideo https://youtu.be/5pEbJpjxbbUCabrio/RoadsterGebrauchtfahrzeugUnfallfreiHubraum: 1997 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 2Schadstoffklasse: Euro6Umweltplakette: --Anzahl der Fahrzeughalter: 2HU: 6/2020Farbe: OrangeFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtAusstattungABS, Ambiente-Beleuchtung, Armlehne, Beheizbares Lenkrad, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Freisprecheinrichtung, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, MP3-Schnittstelle, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Skisack, Sommerreifen, Soundsystem, Sportfahrwerk, Sportpaket, Sportsitze, Start/Stopp-Automatik, Traktionskontrolle, Tuner/Radio, USB, Xenonscheinwerfer, ZentralverriegelungPrivatanbieter94032 PassauDeutschlandTel.: +49 08504 955443Weitere Informationen bei",94032Kr.Passau-Passau
368,1036073383,Cabrio,9.99 €,137,2004,UnbeschädigtesFahrzeug,84307,"                    BMW Z4 2.2i (e85)20042 Hand125KW / 170PS6 ZylinderBenzin137.000 kmTÜV April 2021Ich verkaufe mein sehr gepflegt Z4, Lederausstattung, Multifunktionslenkrad, Navigationssystem, Klimaautomatik 2 z, Bordcomputer, Radio, CD-Player, Sitzheizung, ABS, ESP, Reifendruckkontrolle, Sound System 12 Lautsprecher original. Leichtmetallfelgen mit Sommerreifen PIRELLI P ZERO und ein set von 4 winter Reifen sind dabei mit dem original alufelgen, ich habe kein winter gefahren. Auto ist komplett rostfrei.Garage Auto.Tausch möglich SUV, Mercedes G, Land Rover defender.Für weitere Informationen wenden Sie sich bitte an01739748682MfG Rod",84307Bayern-Eggenfelden
